EINSATZORT ID;EINSATZORT BEZEICHNUNG;EINSATZORT STRASSE;EINSATZORT PLZ
MNFM100125183;DHL Express Stuttgart;Luftfrachtzentrum, Gebäude 620;70629
MNFM100125223;DHL Express Stuttgart;Luftfrachtzentrum, Gebäude 620;70629
MNFM100125900;DHL Express Stuttgart GmbH;Luftfrachtzentrum, Gebäude 620;70629
MNFM100125901;DHL Express Stuttgart;Luftfrachtzentrum, Gebäude 620;70629
MNFM100127640;DHL Express Stuttgart;Luftfrachtzentrum, Gebäude 620;70629
MN184649;Fellbach;Stuttgarter Str. 5-7;70734
MN184683;Stuttgart 50;Stuttgarter Str. 106;70736
MNFM100121136;ZUI_Fa.Vetter_ Fellbach_LR70,71;Schorndorfer Str. 31;70736
MN184669;Leinfld-Echterdingen;Meisenweg 13;70771
MNFM100124686;WO/DO Leinfelden;Fliederweg 4;70771
MN184650;Filderstadt;Gottlieb-Manz-Str. 12;70794
MN184664;Kornwestheim;Moldengraben 42/44;70806
MN184665;Korntal-Münchingen;Martin-Luther-Str. 35;70825
MNFM100119711;3661 Korntal (mech ZB);Daimlerstr. 31-33;70825
MNFM100136369;3654 Korntal;Daimlerstr. 31-33;70825
MN184654;Gerlingen;Schulstr. 1;70839
MNFM100133320;helplinePro Autobetr am Goldberg;Vaihinger Straße 35;71032
DUP594-MN184;Böblingen;Bahnhofstr. 33;71034
DUP598-MN184;Herrenberg/Böblingen;Bahnhofstr. 33;71034
MNFM100135063;E-POST Solutions GmbH;Otto-Lilienthal-Str. 5;71034
MNFM100137469;Gärtringen/Böblingen;Bahnhofstr. 33;71034
MN184687;Sindelfingen;Gartenstr. 16;71063
MNFM100135610;ernst + könig GmbH;Amundsenstraße 5 ;71063
MN184662;Holzgerlingen;Daimlerstr. 18;71088
MNFM100120817;3662 Holzgerlingen (mech ZB);Porschestr. 5;71093
MN184704;Waldenbuch;Stuttgarter Str. 6;71111
MN184655;Gäufelden;Raiffeisenstr. 4;71126
MN184638;Aidlingen;Böblinger Str. 2;71134
MN184646;Ehningen, Kr. Böbl.;Wilhelmstr. 14;71139
DUP604-MN184;Leonberg;Am Längenbühl 12;71229
MN18503;3674 Leonberg;Am Längenbühl 12;71229
MNFM100135472;Schwabengarage GmbH Zentrum;Breitwiesenstraße 4 ;71229
MNFM100135627;Auto-Fiegl GmbH;Breitwiesenstraße 4 ;71229
MN184645;Ditzingen;Wilhelmstr. 18;71254
MNFM100135465;BayWa AG;Raiffeisenweg 1 ;71254
MN184708;Weil der Stadt;Paul-Reusch-Str. 7;71263
MNFM100005836;DHL Freight GmbH Renningen;Industriestraße 28;71272
MNFM100135602;Auto-Fiegl GmbH;Weil der Städter Strasse 30 ;71272
MNFM100005844;Friolzheim;Leonberger Str. 35;71292
DUP610-MN184;Waiblingen;Mayenner Str. 63;71332
DUP612-MN184;BZ Waiblingen;Ziegeleistr. 6;71332
MNFM100005156;Abt31_344;Ziegeleistr. 6;71332
MNFM100005160;Abt31_319;Ziegeleistr. 6;71332
MNFM100005163;Abt31_311;Ziegeleistr. 6;71332
MNFM100005164;Abt31_312 BZ;Ziegeleistr. 6;71332
MNFM100005165;Abt31_316;Ziegeleistr. 6;71332
MNFM100005347;Abt308_3085;Ziegeleistr. 6;71332
MNFM100005348;Abt33_3300;Ziegeleistr. 6;71332
MNFM100005349;Abt32_3200;Ziegeleistr. 6;71332
MNFM100006548;BZ Waiblingen Zust;Ziegeleistr. 6;71332
MNFM100007414;Abt36_3600;Ziegeleistr. 6;71332
MNFM100008190;PZ Stuttgart;Ziegeleistr. 6;71332
MNFM100116885;PZ Stuttgart;Ziegeleistraße 6;71332
MNFM100119195;Betriebsrat Verw-Fz;Ziegeleistr. 6;71332
MNFM100120364;VL KSC;Ziegeleistr. 6;71332
MNFM100121930;3663 Waiblingen (mechZB);Stuttgarter Str. 132;71332
MNFM100128742;Niederlassung BRIEF Stuttgart;Ziegeleistr. 6;71332
MNFM100135439;Schwabengarage GmbH Zentrum;Heerstr. 110 ;71332
MNFM100135594;Auto-Fiegl GmbH;Heerstr. 110 ;71332
MNFM100136370;3655 Waiblingen;Stuttgarter Str. 132;71332
MN184705;Winnenden;Ziegeleistr. 21;71364
DUP596-MN184;Backnang;Günter-Wuckel-Str. 2;71522
MN181009;3676 Backnang;Im Kusterfeld 1;71522
MN184671;Murrhardt;Bahnhofstr. 6;71540
MN184703;Wüstenrot;Jahnstr. 6;71543
MN184697;Sulzbach a.d. Murr;Bahnhofstr. 16;71560
MNFM100135347;Alphabet Fuhrparkmanagement;Erlach 12 ;71577
DUP602-MN184;Ludwigsburg;Schwieberdinger Str. 36;71636
MN184699;Vaihingen/Enz;Sogenring 12;71665
MN184673;Marbach;Hermann-Hesse-Str. 24;71672
MN184678;Remseck;Cannstatter Str. 19;71686
MN184652;Freiberg;Marktplatz 6;71691
MN181018;3675 Möglingen;Robert-Bosch-Str.7;71696
MN184694;Markgröningen;Gerbergässle 8;71706
MN184695;Steinheim;Steinbeisstr. 4;71711
MN184677;Oberstenfeld;In den Schafwiesen 2;71720
MN184698;Tamm;Alter Weg 20;71732
MNFM100131733;helplinePro Jäckle Autoservice;Im Erkerstal 2;71739
DUP648-MN184;Tübingen;Konrad-Adenauer-Str. 49;72072
MNFM100000544;Tübingen 1;Konrad-Adenauer-Str. 49;72072
MNFM100128541;ZB Tübingen;Konrad Adenauer Str. 49;72072
MN184815;Rottenburg;Saint-Claude-Str. 72;72108
MN184803;Mössingen;Zeppelinstr. 1;72116
MN184832;Walddorfhäslach;Reichenbachweg 4;72141
MNFM100135334;SNL IT P&P Standort Firmenwagen;Am Flugplatz 14;72148
MN184793;Horb am Neckar;Pappelstr. 19 (IG Heiligenfeld);72160
MN184819;Sulz;Bahnhofstr. 33;72172
MN184829;Waldachtal;Seeweg 30;72178
MN18497;HUB 72 - stationär;Am Flugplatz 14;72184
NEUDUP677-MN181;Fahrerstandort PZ 72 Eutingen;Am Flugplatz 14;72184
MN184808;Nagold;Leibnizstr. 1;72202
MN184765;Altensteig;Postplatz 6;72213
DUP638-MN184;Freudenstadt;Robert-Bosch-Str. 20;72250
MNFM100126438;TS Stuttgart FZ-Stellplatz Freudenstadt;Karl-von-Hahn-Str. 1;72250
MNFM100128621;Freudenstadt 1;Robert-Bosch-Str. 20;72250
NEUMN18498;Fahrerstandort ZSP Freudenstadt;Robert-Bosch-Str. 20;72250
MN184768;Alpirsbach;Bahnhofstr. 11;72275
DUP636-MN184;Balingen;Robert Wahl Str. 7;72336
MN184794;Hechingen;Linsenäcker 22;72379
MNFM100135650;WBA Heusel GmbH;Brunnenstr. 21 ;72379
MNFM100120295;Burladingen;Nonnenstr. 4;72393
MN184795;Haigerloch;Oberstadtstr. 24;72401
DUP634-MN184;Albstadt 1;Berlinerstr. 4;72458
NEUMN18488;Fahrerstandort ZSP Albstadt-Ebin;Berliner Str. 4;72458
MN184769;Albstadt 2;Borsigstr. 16;72461
MN184801;Meßstetten;Alemannenstr. 24;72469
MN184831;Winterlingen;Ebinger Str. 50;72474
MN184821;Sigmaringen;In den Käppeleswiesen 7;72488
DUP640-MN184;Münsingen;Hauptstr. 113;72525
MNFM100135776;PARAVAN GmbH;Paravan Straße 5-10 ;72539
MN184802;Metzingen;Im Katzensteigweg;72555
MN184776;Bad Urach;Münsinger Str. 172;72574
MN184807;Nürtingen;Karl-Zeiss-Str. 6;72622
MN184805;Neckartenzlingen;Ulrich Gminder Str. 10/1;72654
DUP642-MN184;Reutlingen;Eberhardstr. 4;72764
MNFM100000543;Reutlingen;Eberhardstr. 4;72764
MNFM100131726;helplinePro Maier's KFZ-Service;Am Heilbrunnen 38;72766
DUP644-MN184;Transportausführung;Allmendstr. 3;72770
MN18512;mechZB Reutlingen;Auchtert Str. 5;72770
MNFM100004194;Service Abt. 31;Allmendstr. 3;72770
MNFM100004196;Service Abt. 19;Allmendstr. 3;72770
MNFM100005168;Reutlingen Abt 31 Service;Allmendstr. 3;72770
MNFM100127940;KC Presse Quali management GB 13;Allmendstr. 3;72770
MNFM100130460;Reutlingen-West;Allmendstr. 3;72770
MN184788;Gomaringen;Hammerwerk 1;72810
MNFM100117425;Internat. Spedition + Logistik;Siemensstr. 4;72810
MN184782;Engstingen;Eberhard-Finckh-Str. 12;72829
MN182392;ZSPL Göppingen;Stuttgarter Str. 79;73033
MNFM100135592;Auto-Fiegl GmbH;Am Pfingstwasen 2 ;73035
MN181014;3677 Göppingen;Steinstr. 33;73037
MNFM100136149;3679 Ebersbach/Fils;Industriestr. 7;73061
MNFM100136629;ZSP Ebersbach/Fils;Industriestr. 7;73061
MNFM100114949;Fischer & Schultz Transport GmbH;Poststraße 56;73072
MN182413;ZSP Süßen;Haldenstr. 10;73079
DUP287-MN182;BZ73 Verkehr (Abt.32);Teckstr. 6-8;73084
MN182414;ZSP Salach;Teckstr. 6 - 8;73084
MNFM100133300;Abt31_311_Salach;Teckstr. 6-8;73084
MNFM100136090;Abt. 32 AussenSt. Salach;Teckstr. 6-8;73084
RT60200000380;BZ73 Betriebstechnik(Abt.31);Teckstr. 6-8;73084
MN182424;ZSP Dürnau;Daimlerstr. 10;73105
MNFM100131723;helplinePro Autohaus Ziller;Hauptstraße 208;73111
MNFM100135641;ernst + könig GmbH;Hammerschmiedgasse 9 ;73230
MN182429;ZSP Wendlingen;Neuffenstr. 2;73240
MN182428;ZSP Wernau;Kirchheimer Str. 128;73249
MN182399;ZSP Lenningen;Gutenberger Str. 11;73252
DUP89-MN181;HUB 73 - stationär;Robert-Bosch-Str. 20;73257
MNFM100006500;3671 Köngen;Robert-Bosch-Str. 20;73257
